title,year,journal,authors,doi,url,source,collected_at
Poly(lactic‐co‐glycolic) Nanoparticles for biodegradable Chemotherapy Drug Delivery System,2017,The FASEB Journal,Barry Liang,10.1096/fasebj.31.1_supplement.925.4,https://doi.org/10.1096/fasebj.31.1_supplement.925.4,crossref,2025-10-09T13:42:45+00:00
Convergence of best rational Tchebycheff approximations,1965,Transactions of the American Mathematical Society,Barry Boehm,10.1090/s0002-9947-1965-0199618-7,https://doi.org/10.1090/s0002-9947-1965-0199618-7,crossref,2025-10-09T13:42:45+00:00
Freud and the Schizoid in Ambrosio: Determining Desire in <i>The Monk</i>,2000,Gothic Studies,Barry Doyle,10.7227/gs.2.1.6,https://doi.org/10.7227/gs.2.1.6,crossref,2025-10-09T13:42:45+00:00
&lt;i&gt;In Situ&lt;/i&gt; PCR for the Detection of Human Cytomegalovirus in Suspension Cells During the Latent Phase of Infection,,PRINS and In Situ PCR Protocols,Barry Slobedman,10.1385/1-59745-068-5:199,https://doi.org/10.1385/1-59745-068-5:199,crossref,2025-10-09T13:42:45+00:00
Simple Acceptance Decisions and Acceptance Risk,2021,,Barry Roberts,10.2172/1838945,https://doi.org/10.2172/1838945,crossref,2025-10-09T13:42:45+00:00
Pluralist framework for colors,2002,SPIE Proceedings,Barry Maund,10.1117/12.464558,https://doi.org/10.1117/12.464558,crossref,2025-10-09T13:42:45+00:00
"Credible Testaments, Property, and the Role of Government",2003,Economics of Legal Relationships,Barry Mitnick,10.4324/9780203484654.ch13,https://doi.org/10.4324/9780203484654.ch13,crossref,2025-10-09T13:42:45+00:00
Seeing the quantum world,2008,Physics World,Barry Sanders,10.1088/2058-7058/21/12/35,https://doi.org/10.1088/2058-7058/21/12/35,crossref,2025-10-09T13:42:45+00:00
Memories of Lincoln and the Splintering of American Political Thought,2018,Rhetoric and Public Affairs,Barry Schwartz,10.14321/rhetpublaffa.21.4.0729,https://doi.org/10.14321/rhetpublaffa.21.4.0729,crossref,2025-10-09T13:42:45+00:00
Tell me about Katie - Attitudes of mainstream 7-8 year olds to a peer with Down syndrome,1995,Down Syndrome Research and Practice,Barry Carpenter,10.3104/case-studies.50,https://doi.org/10.3104/case-studies.50,crossref,2025-10-09T13:42:45+00:00
Writing diplomatically: Managing potential conflict,2019,Training Language and Culture,Barry Tomalin,10.29366/2019tlc.3.2.3,https://doi.org/10.29366/2019tlc.3.2.3,crossref,2025-10-09T13:42:45+00:00
,,,Barry Kirwan,10.1049/iet-tv.49.904,https://doi.org/10.1049/iet-tv.49.904,crossref,2025-10-09T13:42:45+00:00
Education and training,1992,New Community,Barry Troyna,10.1080/1369183x.1992.9976348,https://doi.org/10.1080/1369183x.1992.9976348,crossref,2025-10-09T13:42:45+00:00
17. R. v. Howe (1835) for Seditious Libel: A Tale of Twelve Magistrates,1996,Canadian State Trials Volume I,Barry Cahill,10.3138/9781487596187-021,https://doi.org/10.3138/9781487596187-021,crossref,2025-10-09T13:42:45+00:00
Negative Impacts of Federal Student Loans and Grants,2020,SSRN Electronic Journal,Barry Clark,10.2139/ssrn.3541964,https://doi.org/10.2139/ssrn.3541964,crossref,2025-10-09T13:42:45+00:00
Outcome of Severe Damage to the Central Nervous System: Ciba Foundation Symposium 34,1978,Physical Therapy,Barry Galloway,10.1093/ptj/58.9.1132b,https://doi.org/10.1093/ptj/58.9.1132b,crossref,2025-10-09T13:42:45+00:00
"Notre violenceJacques Léauté Paris: Denoel, 1977, 191 p.",1978,Canadian Journal of Political Science,Barry Cooper,10.1017/s0008423900046709,https://doi.org/10.1017/s0008423900046709,crossref,2025-10-09T13:42:45+00:00
Kenelme Digby’s Petronius,2020,Notes and Queries,Barry Baldwin,10.1093/notesj/gjaa093,https://doi.org/10.1093/notesj/gjaa093,crossref,2025-10-09T13:42:45+00:00
Learning Regions for Local Innovation,2014,Hungarian Educational Researcch Journal,Barry Nyhan,10.14413/herj2014.03.01,https://doi.org/10.14413/herj2014.03.01,crossref,2025-10-09T13:42:45+00:00
“Side Disease”—An atypical form of Azoturia in horses,1954,New Zealand Veterinary Journal,W.C. Barry,10.1080/00480169.1954.33168,https://doi.org/10.1080/00480169.1954.33168,crossref,2025-10-09T13:42:45+00:00
<i>Hegel.</i>Raymond Plant,1974,The Journal of Politics,Barry Cooper,10.2307/2129271,https://doi.org/10.2307/2129271,crossref,2025-10-09T13:42:45+00:00
Total quality management - Cultures for improved productivity,1989,1st National Total Quality Management Symposium,DOMINICK BARRY,10.2514/6.1989-3234,https://doi.org/10.2514/6.1989-3234,crossref,2025-10-09T13:42:45+00:00
"The Sanctuary of Bath in the Roman Empire. By E.H. Cousins. Cambridge Classical Studies. Cambridge University Press, 2020. Pp. x + 228, illus. Price £85.00. ISBN 9781108493192 (bound); 9781108637398 (ebook).",2022,Britannia,Barry Cunliffe,10.1017/s0068113x22000034,https://doi.org/10.1017/s0068113x22000034,crossref,2025-10-09T13:42:45+00:00
Case Report Form Development,2018,Oncology Clinical Trials,Susan Barry,10.1891/9780826168733.0022,https://doi.org/10.1891/9780826168733.0022,crossref,2025-10-09T13:42:45+00:00
"Jewish Theological Seminary of America Library. Broadside Collection. Hamden, Conn.: Micrographic Systems of Connecticut for The Jewish Theological Seminary of America, 1992. 3 microfilm reels. $35.00 per reel + shipping",1995,Judaica Librarianship,Barry Walfish,10.14263/2330-2976.1183,https://doi.org/10.14263/2330-2976.1183,crossref,2025-10-09T13:42:45+00:00
The Editorial Commentary,2001,English,P. Barry,10.1093/english/50.196.67,https://doi.org/10.1093/english/50.196.67,crossref,2025-10-09T13:42:45+00:00
An Uncrowned King,2009,Malaysian Maverick,Barry Wain,10.1057/9780230251236_8,https://doi.org/10.1057/9780230251236_8,crossref,2025-10-09T13:42:45+00:00
Terrorism and the Emotional Public,2007,"Emotional Governance: Politics, Media and Terror",Barry Richards,10.1057/9780230592346_11,https://doi.org/10.1057/9780230592346_11,crossref,2025-10-09T13:42:45+00:00
The Editorial Commentary,2002,English,P. Barry,10.1093/english/51.201.303,https://doi.org/10.1093/english/51.201.303,crossref,2025-10-09T13:42:45+00:00
Maksim Gor'kij's The Life of Matvej Kožemjakin and the Death of Plot,1988,Russian Literature,Barry Scherr,10.1016/s0304-3479(88)80050-4,https://doi.org/10.1016/s0304-3479(88)80050-4,crossref,2025-10-09T13:42:45+00:00
WHEN THE PATIENT REFUSES HIV TESTING,1995,"AJN, American Journal of Nursing",Barry Ress,10.1097/00000446-199504000-00012,https://doi.org/10.1097/00000446-199504000-00012,crossref,2025-10-09T13:42:45+00:00
Combining Data Sources,2011,PowerPivot for Business Intelligence Using Excel and SharePoint,Barry Ralston,10.1007/978-1-4302-3381-7_3,https://doi.org/10.1007/978-1-4302-3381-7_3,crossref,2025-10-09T13:42:45+00:00
EDITORIAL,1976,"Child: Care, Health and Development",Barry Jones,10.1111/j.1365-2214.1976.tb00241.x,https://doi.org/10.1111/j.1365-2214.1976.tb00241.x,crossref,2025-10-09T13:42:45+00:00
ANTIOXIDANTS AND FREE RADICALS IN HUMAN HEALTH AND DISEASE,2024,RedoXplore,Barry Halliwell,10.70200/rx202401023h,https://doi.org/10.70200/rx202401023h,crossref,2025-10-09T13:42:45+00:00
Presentation du theorem,2023,International NGO Journal,Louqman BARRY,10.5897/ingoj2023.0370,https://doi.org/10.5897/ingoj2023.0370,crossref,2025-10-09T13:42:45+00:00
"Wrestling with Questions, An Introduction to Contemporary Theologies – By Gregory C. Higgins",2011,Reviews in Religion &amp; Theology,Barry Linney,10.1111/j.1467-9418.2011.00820.x,https://doi.org/10.1111/j.1467-9418.2011.00820.x,crossref,2025-10-09T13:42:45+00:00
Liberia,2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_205,https://doi.org/10.1007/978-1-349-58635-6_205,crossref,2025-10-09T13:42:45+00:00
African Export-Import Bank (Afreximbank),2008,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-74027-7_60,https://doi.org/10.1007/978-1-349-74027-7_60,crossref,2025-10-09T13:42:45+00:00
El Salvador,2008,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-74027-7_163,https://doi.org/10.1007/978-1-349-74027-7_163,crossref,2025-10-09T13:42:45+00:00
Gulf Co-operation Council (GCC),2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_103,https://doi.org/10.1007/978-1-349-58635-6_103,crossref,2025-10-09T13:42:45+00:00
Libya,2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_206,https://doi.org/10.1007/978-1-349-58635-6_206,crossref,2025-10-09T13:42:45+00:00
Zambia,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_352,https://doi.org/10.1007/978-1-349-59541-9_352,crossref,2025-10-09T13:42:45+00:00
Antigua and Barbuda,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_165,https://doi.org/10.1007/978-1-349-59541-9_165,crossref,2025-10-09T13:42:45+00:00
Common Market for Eastern and Southern Africa (COMESA),2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_63,https://doi.org/10.1007/978-1-349-59541-9_63,crossref,2025-10-09T13:42:45+00:00
Guinea-Bissau,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_229,https://doi.org/10.1007/978-1-349-59541-9_229,crossref,2025-10-09T13:42:45+00:00
Georgia,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_222,https://doi.org/10.1007/978-1-349-59541-9_222,crossref,2025-10-09T13:42:45+00:00
Central American Common Market (CACM),2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_81,https://doi.org/10.1007/978-1-349-59541-9_81,crossref,2025-10-09T13:42:45+00:00
Macedonia,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_261,https://doi.org/10.1007/978-1-349-59541-9_261,crossref,2025-10-09T13:42:45+00:00
Central Bank of West African States (BCEAO),2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_62,https://doi.org/10.1007/978-1-349-59541-9_62,crossref,2025-10-09T13:42:45+00:00
Mauritania,2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_218,https://doi.org/10.1007/978-1-349-58635-6_218,crossref,2025-10-09T13:42:45+00:00
Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean (OPANAL),2008,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-74027-7_75,https://doi.org/10.1007/978-1-349-74027-7_75,crossref,2025-10-09T13:42:45+00:00
South Asian Association for Regional Co-operation (SAARC),2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_99,https://doi.org/10.1007/978-1-349-58632-5_99,crossref,2025-10-09T13:42:45+00:00
Micronesia,2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_223,https://doi.org/10.1007/978-1-349-58632-5_223,crossref,2025-10-09T13:42:45+00:00
Bosnia and Herzegovina,2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_131,https://doi.org/10.1007/978-1-349-58632-5_131,crossref,2025-10-09T13:42:45+00:00
Senegal,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_310,https://doi.org/10.1007/978-1-349-59541-9_310,crossref,2025-10-09T13:42:45+00:00
Southern African Customs Union (SACU),2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_71,https://doi.org/10.1007/978-1-349-58632-5_71,crossref,2025-10-09T13:42:45+00:00
Australia,2012,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59541-9_168,https://doi.org/10.1007/978-1-349-59541-9_168,crossref,2025-10-09T13:42:45+00:00
Organization of the Petroleum Exporting Countries (OPEC),2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_106,https://doi.org/10.1007/978-1-349-58635-6_106,crossref,2025-10-09T13:42:45+00:00
Union of South American Nations (UNASUR),2010,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-58635-6_91,https://doi.org/10.1007/978-1-349-58635-6_91,crossref,2025-10-09T13:42:45+00:00
Madagascar,2005,The Statesman’s Yearbook,Barry Turner,10.1057/9780230271340_213,https://doi.org/10.1057/9780230271340_213,crossref,2025-10-09T13:42:45+00:00
Rethinking Mis/Behaviour in Schools: From ‘Youth as a Problem’ to the ‘Relational School’,2016,Challenging Dominant Views on Student Behaviour at School,Barry Down,10.1007/978-981-10-0628-9_6,https://doi.org/10.1007/978-981-10-0628-9_6,crossref,2025-10-09T13:42:45+00:00
Madagascar,2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_260,https://doi.org/10.1007/978-1-349-59051-3_260,crossref,2025-10-09T13:42:45+00:00
Organisation for Economic Co-operation and Development (OECD),2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_51,https://doi.org/10.1007/978-1-349-58632-5_51,crossref,2025-10-09T13:42:45+00:00
Iran,2009,The Statesman’s Yearbook 2010,Barry Turner,10.1007/978-1-349-58632-5_188,https://doi.org/10.1007/978-1-349-58632-5_188,crossref,2025-10-09T13:42:45+00:00
Afghanistan,2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_106,https://doi.org/10.1057/9780230271333_106,crossref,2025-10-09T13:42:45+00:00
Monaco,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_227,https://doi.org/10.1057/9780230271357_227,crossref,2025-10-09T13:42:45+00:00
Mexico,2005,The Statesman’s Yearbook,Barry Turner,10.1057/9780230271340_222,https://doi.org/10.1057/9780230271340_222,crossref,2025-10-09T13:42:46+00:00
Lithuania,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_212,https://doi.org/10.1057/9780230271357_212,crossref,2025-10-09T13:42:46+00:00
Organization of the Islamic Conference (OIC),2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_89,https://doi.org/10.1057/9780230271333_89,crossref,2025-10-09T13:42:46+00:00
Brunei,2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_130,https://doi.org/10.1057/9780230271333_130,crossref,2025-10-09T13:42:46+00:00
Intergovernmental Authority on Development,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_71,https://doi.org/10.1057/9780230271357_71,crossref,2025-10-09T13:42:46+00:00
Germany,2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_170,https://doi.org/10.1057/9780230271333_170,crossref,2025-10-09T13:42:46+00:00
Mauritius,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_223,https://doi.org/10.1057/9780230271357_223,crossref,2025-10-09T13:42:46+00:00
The Commonwealth,2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_28,https://doi.org/10.1057/9780230271333_28,crossref,2025-10-09T13:42:46+00:00
St Vincent and the Grenadines,2004,The Statesman’s Yearbook 2005,Barry Turner,10.1057/9780230271333_251,https://doi.org/10.1057/9780230271333_251,crossref,2025-10-09T13:42:46+00:00
San Marino,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_259,https://doi.org/10.1057/9780230271357_259,crossref,2025-10-09T13:42:46+00:00
Croatia,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_154,https://doi.org/10.1057/9780230271357_154,crossref,2025-10-09T13:42:46+00:00
Chile,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_146,https://doi.org/10.1057/9780230271357_146,crossref,2025-10-09T13:42:46+00:00
Senegal,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_262,https://doi.org/10.1057/9780230271357_262,crossref,2025-10-09T13:42:46+00:00
Sweden,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_277,https://doi.org/10.1057/9780230271357_277,crossref,2025-10-09T13:42:46+00:00
Mongolia,2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_228,https://doi.org/10.1057/9780230271357_228,crossref,2025-10-09T13:42:46+00:00
Nordic Development Fund (NDF),2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_22,https://doi.org/10.1057/9780230271357_22,crossref,2025-10-09T13:42:46+00:00
International Organization for Migration (IOM),2005,The Statesman’s Yearbook,Barry Turner,10.1057/9780230271340_38,https://doi.org/10.1057/9780230271340_38,crossref,2025-10-09T13:42:46+00:00
Médecins sans Frontières (MSF),2006,The Statesman’s Yearbook 2007,Barry Turner,10.1057/9780230271357_51,https://doi.org/10.1057/9780230271357_51,crossref,2025-10-09T13:42:46+00:00
Union of South American Nations (UNASUR),2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_90,https://doi.org/10.1007/978-1-349-59051-3_90,crossref,2025-10-09T13:42:46+00:00
Kenya,2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_244,https://doi.org/10.1007/978-1-349-59051-3_244,crossref,2025-10-09T13:42:46+00:00
Latin American Reserve Fund,2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_85,https://doi.org/10.1007/978-1-349-59051-3_85,crossref,2025-10-09T13:42:46+00:00
European Broadcasting Union (EBU),2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_22,https://doi.org/10.1007/978-1-349-59051-3_22,crossref,2025-10-09T13:42:46+00:00
Organization of the Islamic Conference (OIC),2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_51,https://doi.org/10.1007/978-1-349-59051-3_51,crossref,2025-10-09T13:42:46+00:00
Centre for Independent Studies,2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_122,https://doi.org/10.1007/978-1-349-59051-3_122,crossref,2025-10-09T13:42:46+00:00
Black Sea Economic Cooperation (BSEC),2011,The Statesman’s Yearbook,Barry Turner,10.1007/978-1-349-59051-3_23,https://doi.org/10.1007/978-1-349-59051-3_23,crossref,2025-10-09T13:42:46+00:00
Owl,2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j342100,https://doi.org/10.1093/gmo/9781561592630.article.j342100,crossref,2025-10-09T13:42:46+00:00
